ratio_thresh,ransac_reproj,nOctaveLayers,contrastThreshold,edgeThreshold,sigma,avg_pixel_offset,avg_inliers,valid_images
0.825,20,10,0.02,1,1.0,116.780594,36.67965367965368,462
0.825,20,10,0.02,1,1.5,116.780594,36.67965367965368,462
0.825,20,10,0.02,1,2.0,116.780594,36.67965367965368,462
0.825,20,10,0.02,1,2.5,116.780594,36.67965367965368,462
0.825,20,10,0.02,1,3.0,116.780594,36.67965367965368,462
0.825,20,10,0.02,5,1.0,51.51163,36.54211663066955,463
0.825,20,10,0.02,5,1.5,51.51163,36.54211663066955,463
0.825,20,10,0.02,5,2.0,51.51163,36.54211663066955,463
0.825,20,10,0.02,5,2.5,51.51163,36.54211663066955,463
0.825,20,10,0.02,5,3.0,51.51163,36.54211663066955,463
0.825,20,10,0.02,10,1.0,51.51163,36.54211663066955,463
0.825,20,10,0.02,10,2.0,51.51163,36.54211663066955,463
0.825,20,10,0.02,10,1.5,51.51163,36.54211663066955,463
0.825,20,10,0.02,10,2.5,51.51163,36.54211663066955,463
0.825,20,10,0.02,10,3.0,51.51163,36.54211663066955,463
0.825,20,10,0.02,20,1.0,51.51163,36.54211663066955,463
0.825,20,10,0.02,20,1.5,51.51163,36.54211663066955,463
0.825,20,10,0.02,20,2.0,51.51163,36.54211663066955,463
0.825,20,10,0.02,20,2.5,51.51163,36.54211663066955,463
0.825,20,10,0.02,20,3.0,51.51163,36.54211663066955,463
0.825,20,10,0.02,30,1.0,51.51163,36.54211663066955,463
0.825,20,10,0.02,30,1.5,65.350006,36.73376623376623,462
0.825,20,10,0.02,30,2.0,65.350006,36.73376623376623,462
0.825,20,10,0.02,30,2.5,65.350006,36.73376623376623,462
0.825,20,10,0.02,30,3.0,65.350006,36.73376623376623,462
0.825,20,10,0.025,1,2.0,65.350006,36.73376623376623,462
0.825,20,10,0.025,1,1.0,65.350006,36.73376623376623,462
0.825,20,10,0.025,1,1.5,65.350006,36.73376623376623,462
0.825,20,10,0.025,1,2.5,65.350006,36.73376623376623,462
0.825,20,10,0.025,1,3.0,65.350006,36.73376623376623,462
0.825,20,10,0.025,5,1.0,65.350006,36.73376623376623,462
0.825,20,10,0.025,5,1.5,65.350006,36.73376623376623,462
0.825,20,10,0.025,5,2.0,65.350006,36.73376623376623,462
0.825,20,10,0.025,5,3.0,65.350006,36.73376623376623,462
0.825,20,10,0.025,5,2.5,65.350006,36.73376623376623,462
0.825,20,10,0.025,10,1.0,65.350006,36.73376623376623,462
0.825,20,10,0.025,10,1.5,65.350006,36.73376623376623,462
0.825,20,10,0.025,10,2.5,57.235043,36.73752711496746,461
0.825,20,10,0.025,10,2.0,57.235043,36.73752711496746,461
0.825,20,10,0.025,10,3.0,57.235043,36.73752711496746,461
0.825,20,10,0.025,20,1.0,57.235043,36.73752711496746,461
0.825,20,10,0.025,20,2.5,57.235043,36.73752711496746,461
0.825,20,10,0.025,20,1.5,57.235043,36.73752711496746,461
0.825,20,10,0.025,20,3.0,57.235043,36.73752711496746,461
0.825,20,10,0.025,20,2.0,57.235043,36.73752711496746,461
0.825,20,10,0.025,30,1.0,57.235043,36.73752711496746,461
0.825,20,10,0.025,30,1.5,57.235043,36.73752711496746,461
0.825,20,10,0.025,30,2.0,57.235043,36.73752711496746,461
0.825,20,10,0.025,30,2.5,57.235043,36.73752711496746,461
0.825,20,10,0.025,30,3.0,57.235043,36.73752711496746,461
0.825,20,10,0.03,1,1.0,57.235043,36.73752711496746,461
0.825,20,10,0.03,1,1.5,57.235043,36.73752711496746,461
0.825,20,10,0.03,1,2.0,57.235043,36.73752711496746,461
0.825,20,10,0.03,1,2.5,57.55447,36.5301724137931,464
0.825,20,10,0.03,1,3.0,57.55447,36.5301724137931,464
0.825,20,10,0.03,5,1.0,57.55447,36.5301724137931,464
0.825,20,10,0.03,5,1.5,57.55447,36.5301724137931,464
0.825,20,10,0.03,5,2.5,57.55447,36.5301724137931,464
0.825,20,10,0.03,5,2.0,57.55447,36.5301724137931,464
0.825,20,10,0.03,5,3.0,57.55447,36.5301724137931,464
0.825,20,10,0.03,10,1.0,57.55447,36.5301724137931,464
0.825,20,10,0.03,10,1.5,57.55447,36.5301724137931,464
0.825,20,10,0.03,10,2.5,57.55447,36.5301724137931,464
0.825,20,10,0.03,20,1.0,57.55447,36.5301724137931,464
0.825,20,10,0.03,10,2.0,57.55447,36.5301724137931,464
0.825,20,10,0.03,20,1.5,57.55447,36.5301724137931,464
0.825,20,10,0.03,10,3.0,57.55447,36.5301724137931,464
0.825,20,10,0.03,20,2.0,57.55447,36.5301724137931,464
0.825,20,10,0.03,20,2.5,57.55447,36.5301724137931,464
0.825,20,10,0.03,20,3.0,57.822536,36.88336933045356,463
0.825,20,10,0.03,30,1.0,57.822536,36.88336933045356,463
0.825,20,10,0.03,30,1.5,57.822536,36.88336933045356,463
0.825,20,10,0.03,30,2.0,57.822536,36.88336933045356,463
0.825,20,10,0.03,30,2.5,57.822536,36.88336933045356,463
0.825,20,10,0.03,30,3.0,57.822536,36.88336933045356,463
0.825,20,10,0.035,1,1.0,57.822536,36.88336933045356,463
0.825,20,10,0.035,1,1.5,57.822536,36.88336933045356,463
0.825,20,10,0.035,1,2.0,57.822536,36.88336933045356,463
0.825,20,10,0.035,1,2.5,57.822536,36.88336933045356,463
0.825,20,10,0.035,1,3.0,57.822536,36.88336933045356,463
0.825,20,10,0.035,5,1.0,57.822536,36.88336933045356,463
0.825,20,10,0.035,5,2.0,57.822536,36.88336933045356,463
0.825,20,10,0.035,5,1.5,57.822536,36.88336933045356,463
0.825,20,10,0.035,5,2.5,57.822536,36.88336933045356,463
0.825,20,10,0.035,5,3.0,57.822536,36.88336933045356,463
0.825,20,10,0.035,10,1.0,55.626953,36.54761904761905,462
0.825,20,10,0.035,10,1.5,55.626953,36.54761904761905,462
0.825,20,10,0.035,10,2.0,55.626953,36.54761904761905,462
0.825,20,10,0.035,10,2.5,55.626953,36.54761904761905,462
0.825,20,10,0.035,10,3.0,55.626953,36.54761904761905,462
0.825,20,10,0.035,20,1.5,55.626953,36.54761904761905,462
0.825,20,10,0.035,20,1.0,55.626953,36.54761904761905,462
0.825,20,10,0.035,20,2.0,55.626953,36.54761904761905,462
0.825,20,10,0.035,20,2.5,55.626953,36.54761904761905,462
0.825,20,10,0.035,20,3.0,55.626953,36.54761904761905,462
0.825,20,10,0.035,30,1.0,55.626953,36.54761904761905,462
0.825,20,10,0.035,30,1.5,55.626953,36.54761904761905,462
0.825,20,10,0.035,30,2.5,55.626953,36.54761904761905,462
0.825,20,10,0.035,30,2.0,55.626953,36.54761904761905,462
0.825,20,10,0.035,30,3.0,55.626953,36.54761904761905,462
0.825,20,10,0.04,1,1.0,55.626953,36.54761904761905,462
0.825,20,10,0.04,1,1.5,50.277767,36.57883369330454,463
0.825,20,10,0.04,1,2.0,50.277767,36.57883369330454,463
0.825,20,10,0.04,1,2.5,50.277767,36.57883369330454,463
0.825,20,10,0.04,5,1.0,50.277767,36.57883369330454,463
0.825,20,10,0.04,1,3.0,50.277767,36.57883369330454,463
0.825,20,10,0.04,5,1.5,50.277767,36.57883369330454,463
0.825,20,10,0.04,5,2.0,50.277767,36.57883369330454,463
0.825,20,10,0.04,5,2.5,50.277767,36.57883369330454,463
0.825,20,10,0.04,5,3.0,50.277767,36.57883369330454,463
0.825,20,10,0.04,10,1.5,50.277767,36.57883369330454,463
0.825,20,10,0.04,10,1.0,50.277767,36.57883369330454,463
0.825,20,10,0.04,10,2.0,50.277767,36.57883369330454,463
0.825,20,10,0.04,10,2.5,50.277767,36.57883369330454,463
0.825,20,10,0.04,10,3.0,50.277767,36.57883369330454,463
0.825,20,10,0.04,20,1.0,50.277767,36.57883369330454,463
0.825,20,10,0.04,20,1.5,50.277767,36.57883369330454,463
0.825,20,10,0.04,20,2.0,52.228645,36.87445887445888,462
0.825,20,10,0.04,20,2.5,52.228645,36.87445887445888,462
0.825,20,10,0.04,20,3.0,52.228645,36.87445887445888,462
0.825,20,10,0.04,30,1.0,52.228645,36.87445887445888,462
0.825,20,10,0.04,30,1.5,52.228645,36.87445887445888,462
0.825,20,10,0.04,30,2.5,52.228645,36.87445887445888,462
0.825,20,10,0.04,30,2.0,52.228645,36.87445887445888,462
0.825,20,10,0.04,30,3.0,52.228645,36.87445887445888,462
0.825,20,20,0.02,1,1.5,67.3577,36.64870689655172,464
0.825,20,20,0.02,1,1.0,67.3577,36.64870689655172,464
0.825,20,20,0.02,1,2.0,67.3577,36.64870689655172,464
0.825,20,20,0.02,1,2.5,67.3577,36.64870689655172,464
0.825,20,20,0.02,1,3.0,67.3577,36.64870689655172,464
0.825,20,20,0.02,5,1.0,67.3577,36.64870689655172,464
0.825,20,20,0.02,5,1.5,53.48002,36.73275862068966,464
0.825,20,20,0.02,5,2.0,53.48002,36.73275862068966,464
0.825,20,20,0.02,5,2.5,53.48002,36.73275862068966,464
0.825,20,20,0.02,5,3.0,53.48002,36.73275862068966,464
0.825,20,20,0.02,10,1.5,53.48002,36.73275862068966,464
0.825,20,20,0.02,10,1.0,53.48002,36.73275862068966,464
0.825,20,20,0.02,10,2.0,53.48002,36.73275862068966,464
0.825,20,20,0.02,10,2.5,53.48002,36.73275862068966,464
0.825,20,20,0.02,10,3.0,53.48002,36.73275862068966,464
0.825,20,20,0.02,20,1.0,53.48002,36.73275862068966,464
0.825,20,20,0.02,20,1.5,53.48002,36.73275862068966,464
0.825,20,20,0.02,20,2.5,53.48002,36.73275862068966,464
0.825,20,20,0.02,20,2.0,53.48002,36.73275862068966,464
0.825,20,20,0.02,20,3.0,53.48002,36.73275862068966,464
0.825,20,20,0.02,30,1.0,53.48002,36.73275862068966,464
0.825,20,20,0.02,30,1.5,53.48002,36.73275862068966,464
0.825,20,20,0.02,30,2.0,60.382698,36.915766738660906,463
0.825,20,20,0.02,30,2.5,60.382698,36.915766738660906,463
0.825,20,20,0.02,30,3.0,60.382698,36.915766738660906,463
0.825,20,20,0.025,1,2.5,60.382698,36.915766738660906,463
0.825,20,20,0.025,1,2.0,60.382698,36.915766738660906,463
0.825,20,20,0.025,1,1.5,60.382698,36.915766738660906,463
0.825,20,20,0.025,1,1.0,60.382698,36.915766738660906,463
0.825,20,20,0.025,1,3.0,60.382698,36.915766738660906,463
0.825,20,20,0.025,5,1.0,60.382698,36.915766738660906,463
0.825,20,20,0.025,5,1.5,60.382698,36.915766738660906,463
0.825,20,20,0.025,5,2.0,60.382698,36.915766738660906,463
0.825,20,20,0.025,5,2.5,60.382698,36.915766738660906,463
0.825,20,20,0.025,5,3.0,60.382698,36.915766738660906,463
0.825,20,20,0.025,10,1.0,60.382698,36.915766738660906,463
0.825,20,20,0.025,10,1.5,60.382698,36.915766738660906,463
0.825,20,20,0.025,10,2.0,60.382698,36.915766738660906,463
0.825,20,20,0.025,10,2.5,71.37458,36.77849462365592,465
0.825,20,20,0.025,10,3.0,71.37458,36.77849462365592,465
0.825,20,20,0.025,20,1.0,71.37458,36.77849462365592,465
0.825,20,20,0.025,20,2.5,71.37458,36.77849462365592,465
0.825,20,20,0.025,20,3.0,71.37458,36.77849462365592,465
0.825,20,20,0.025,20,1.5,71.37458,36.77849462365592,465
0.825,20,20,0.025,20,2.0,71.37458,36.77849462365592,465
0.825,20,20,0.025,30,1.0,71.37458,36.77849462365592,465
0.825,20,20,0.025,30,1.5,71.37458,36.77849462365592,465
0.825,20,20,0.025,30,2.0,71.37458,36.77849462365592,465
0.825,20,20,0.025,30,2.5,71.37458,36.77849462365592,465
0.825,20,20,0.03,1,1.0,71.37458,36.77849462365592,465
0.825,20,20,0.025,30,3.0,71.37458,36.77849462365592,465
0.825,20,20,0.03,1,1.5,71.37458,36.77849462365592,465
0.825,20,20,0.03,1,2.0,71.37458,36.77849462365592,465
0.825,20,20,0.03,1,2.5,71.37458,36.77849462365592,465
0.825,20,20,0.03,1,3.0,45.020718,36.55913978494624,465
0.825,20,20,0.03,5,1.0,45.020718,36.55913978494624,465
0.825,20,20,0.03,5,1.5,45.020718,36.55913978494624,465
0.825,20,20,0.03,5,2.0,45.020718,36.55913978494624,465
0.825,20,20,0.03,10,1.0,45.020718,36.55913978494624,465
0.825,20,20,0.03,5,3.0,45.020718,36.55913978494624,465
0.825,20,20,0.03,5,2.5,45.020718,36.55913978494624,465
0.825,20,20,0.03,10,2.0,45.020718,36.55913978494624,465
0.825,20,20,0.03,10,1.5,45.020718,36.55913978494624,465
0.825,20,20,0.03,10,2.5,45.020718,36.55913978494624,465
0.825,20,20,0.03,10,3.0,45.020718,36.55913978494624,465
0.825,20,20,0.03,20,1.5,45.020718,36.55913978494624,465
0.825,20,20,0.03,20,1.0,45.020718,36.55913978494624,465
0.825,20,20,0.03,20,2.0,45.020718,36.55913978494624,465
0.825,20,20,0.03,20,2.5,45.020718,36.55913978494624,465
0.825,20,20,0.03,20,3.0,45.020718,36.55913978494624,465
0.825,20,20,0.03,30,1.0,52.600754,36.32181425485961,463
0.825,20,20,0.03,30,1.5,52.600754,36.32181425485961,463
0.825,20,20,0.03,30,2.0,52.600754,36.32181425485961,463
0.825,20,20,0.03,30,2.5,52.600754,36.32181425485961,463
0.825,20,20,0.035,1,1.0,52.600754,36.32181425485961,463
0.825,20,20,0.035,1,1.5,52.600754,36.32181425485961,463
0.825,20,20,0.03,30,3.0,52.600754,36.32181425485961,463
0.825,20,20,0.035,1,2.0,52.600754,36.32181425485961,463
0.825,20,20,0.035,1,2.5,52.600754,36.32181425485961,463
0.825,20,20,0.035,5,1.0,52.600754,36.32181425485961,463
0.825,20,20,0.035,1,3.0,52.600754,36.32181425485961,463
0.825,20,20,0.035,5,1.5,52.600754,36.32181425485961,463
0.825,20,20,0.035,5,2.0,52.600754,36.32181425485961,463
0.825,20,20,0.035,5,2.5,52.600754,36.32181425485961,463
0.825,20,20,0.035,5,3.0,52.600754,36.32181425485961,463
0.825,20,20,0.035,10,1.0,52.600754,36.32181425485961,463
0.825,20,20,0.035,10,1.5,50.267067,36.5377969762419,463
0.825,20,20,0.035,10,2.0,50.267067,36.5377969762419,463
0.825,20,20,0.035,10,2.5,50.267067,36.5377969762419,463
0.825,20,20,0.035,10,3.0,50.267067,36.5377969762419,463
0.825,20,20,0.035,20,2.0,50.267067,36.5377969762419,463
0.825,20,20,0.035,20,1.0,50.267067,36.5377969762419,463
0.825,20,20,0.035,20,1.5,50.267067,36.5377969762419,463
0.825,20,20,0.035,20,2.5,50.267067,36.5377969762419,463
0.825,20,20,0.035,20,3.0,50.267067,36.5377969762419,463
0.825,20,20,0.035,30,1.5,50.267067,36.5377969762419,463
0.825,20,20,0.035,30,1.0,50.267067,36.5377969762419,463
0.825,20,20,0.035,30,2.0,50.267067,36.5377969762419,463
0.825,20,20,0.035,30,2.5,50.267067,36.5377969762419,463
0.825,20,20,0.035,30,3.0,50.267067,36.5377969762419,463
0.825,20,20,0.04,1,1.0,50.267067,36.5377969762419,463
0.825,20,20,0.04,1,1.5,50.267067,36.5377969762419,463
0.825,20,20,0.04,1,2.0,56.529243,36.174193548387095,465
0.825,20,20,0.04,1,2.5,56.529243,36.174193548387095,465
0.825,20,20,0.04,1,3.0,56.529243,36.174193548387095,465
0.825,20,20,0.04,5,1.0,56.529243,36.174193548387095,465
0.825,20,20,0.04,5,1.5,56.529243,36.174193548387095,465
0.825,20,20,0.04,5,2.0,56.529243,36.174193548387095,465
0.825,20,20,0.04,5,2.5,56.529243,36.174193548387095,465
0.825,20,20,0.04,5,3.0,56.529243,36.174193548387095,465
0.825,20,20,0.04,10,1.0,56.529243,36.174193548387095,465
0.825,20,20,0.04,10,2.5,56.529243,36.174193548387095,465
0.825,20,20,0.04,10,1.5,56.529243,36.174193548387095,465
0.825,20,20,0.04,10,2.0,56.529243,36.174193548387095,465
0.825,20,20,0.04,10,3.0,56.529243,36.174193548387095,465
0.825,20,20,0.04,20,1.0,56.529243,36.174193548387095,465
0.825,20,20,0.04,20,1.5,56.529243,36.174193548387095,465
0.825,20,20,0.04,20,2.0,56.529243,36.174193548387095,465
0.825,20,20,0.04,20,2.5,63.796516,36.17596566523605,466
0.825,20,20,0.04,20,3.0,63.796516,36.17596566523605,466
0.825,20,20,0.04,30,1.5,63.796516,36.17596566523605,466
0.825,20,20,0.04,30,1.0,63.796516,36.17596566523605,466
0.825,20,20,0.04,30,2.5,63.796516,36.17596566523605,466
0.825,20,20,0.04,30,2.0,63.796516,36.17596566523605,466
0.825,20,20,0.04,30,3.0,63.796516,36.17596566523605,466
0.825,20,30,0.02,1,1.0,53.922096,36.41431670281996,461
0.825,20,30,0.02,1,1.5,53.922096,36.41431670281996,461
0.825,20,30,0.02,1,2.0,53.922096,36.41431670281996,461
0.825,20,30,0.02,1,2.5,53.922096,36.41431670281996,461
0.825,20,30,0.02,1,3.0,53.922096,36.41431670281996,461
0.825,20,30,0.02,5,1.0,53.922096,36.41431670281996,461
0.825,20,30,0.02,5,1.5,53.922096,36.41431670281996,461
0.825,20,30,0.02,5,2.5,55.118782,36.65010799136069,463
0.825,20,30,0.02,5,2.0,55.118782,36.65010799136069,463
0.825,20,30,0.02,5,3.0,55.118782,36.65010799136069,463
0.825,20,30,0.02,10,1.5,55.118782,36.65010799136069,463
0.825,20,30,0.02,10,1.0,55.118782,36.65010799136069,463
0.825,20,30,0.02,10,2.5,55.118782,36.65010799136069,463
0.825,20,30,0.02,10,2.0,55.118782,36.65010799136069,463
0.825,20,30,0.02,10,3.0,55.118782,36.65010799136069,463
0.825,20,30,0.02,20,1.0,55.118782,36.65010799136069,463
0.825,20,30,0.02,20,1.5,55.118782,36.65010799136069,463
0.825,20,30,0.02,20,2.0,55.118782,36.65010799136069,463
0.825,20,30,0.02,20,2.5,55.118782,36.65010799136069,463
0.825,20,30,0.02,20,3.0,55.118782,36.65010799136069,463
0.825,20,30,0.02,30,1.0,55.118782,36.65010799136069,463
0.825,20,30,0.02,30,1.5,55.118782,36.65010799136069,463
0.825,20,30,0.02,30,2.0,55.118782,36.65010799136069,463
0.825,20,30,0.02,30,2.5,53.733135,36.898488120950326,463
0.825,20,30,0.02,30,3.0,53.733135,36.898488120950326,463
0.825,20,30,0.025,1,1.0,53.733135,36.898488120950326,463
0.825,20,30,0.025,1,1.5,53.733135,36.898488120950326,463
0.825,20,30,0.025,1,2.0,53.733135,36.898488120950326,463
0.825,20,30,0.025,1,2.5,53.733135,36.898488120950326,463
0.825,20,30,0.025,1,3.0,53.733135,36.898488120950326,463
0.825,20,30,0.025,5,1.0,53.733135,36.898488120950326,463
0.825,20,30,0.025,5,1.5,53.733135,36.898488120950326,463
0.825,20,30,0.025,5,2.0,53.733135,36.898488120950326,463
0.825,20,30,0.025,5,3.0,53.733135,36.898488120950326,463
0.825,20,30,0.025,5,2.5,53.733135,36.898488120950326,463
0.825,20,30,0.025,10,1.0,53.733135,36.898488120950326,463
0.825,20,30,0.025,10,1.5,53.733135,36.898488120950326,463
0.825,20,30,0.025,10,2.0,53.733135,36.898488120950326,463
0.825,20,30,0.025,10,2.5,53.733135,36.898488120950326,463
0.825,20,30,0.025,10,3.0,58.381226,36.21720430107527,465
0.825,20,30,0.025,20,1.0,58.381226,36.21720430107527,465
0.825,20,30,0.025,20,1.5,58.381226,36.21720430107527,465
0.825,20,30,0.025,20,2.0,58.381226,36.21720430107527,465
0.825,20,30,0.025,20,2.5,58.381226,36.21720430107527,465
0.825,20,30,0.025,20,3.0,58.381226,36.21720430107527,465
0.825,20,30,0.025,30,1.0,58.381226,36.21720430107527,465
0.825,20,30,0.025,30,1.5,58.381226,36.21720430107527,465
0.825,20,30,0.025,30,2.5,58.381226,36.21720430107527,465
0.825,20,30,0.025,30,2.0,58.381226,36.21720430107527,465
0.825,20,30,0.03,1,1.0,58.381226,36.21720430107527,465
0.825,20,30,0.025,30,3.0,58.381226,36.21720430107527,465
0.825,20,30,0.03,1,1.5,58.381226,36.21720430107527,465
0.825,20,30,0.03,1,2.0,58.381226,36.21720430107527,465
0.825,20,30,0.03,1,2.5,58.381226,36.21720430107527,465
0.825,20,30,0.03,1,3.0,58.381226,36.21720430107527,465
0.825,20,30,0.03,5,1.0,50.3925,36.20600858369099,466
0.825,20,30,0.03,5,1.5,50.3925,36.20600858369099,466
0.825,20,30,0.03,5,2.0,50.3925,36.20600858369099,466
0.825,20,30,0.03,5,3.0,50.3925,36.20600858369099,466
0.825,20,30,0.03,5,2.5,50.3925,36.20600858369099,466
0.825,20,30,0.03,10,1.0,50.3925,36.20600858369099,466
0.825,20,30,0.03,10,1.5,50.3925,36.20600858369099,466
0.825,20,30,0.03,10,2.0,50.3925,36.20600858369099,466
0.825,20,30,0.03,10,2.5,50.3925,36.20600858369099,466
0.825,20,30,0.03,10,3.0,50.3925,36.20600858369099,466
0.825,20,30,0.03,20,1.0,50.3925,36.20600858369099,466
0.825,20,30,0.03,20,1.5,50.3925,36.20600858369099,466
0.825,20,30,0.03,20,2.0,50.3925,36.20600858369099,466
0.825,20,30,0.03,20,2.5,50.3925,36.20600858369099,466
0.825,20,30,0.03,20,3.0,50.3925,36.20600858369099,466
0.825,20,30,0.03,30,1.0,50.3925,36.20600858369099,466
0.825,20,30,0.03,30,1.5,48.669094,36.794372294372295,462
0.825,20,30,0.03,30,2.0,48.669094,36.794372294372295,462
0.825,20,30,0.03,30,2.5,48.669094,36.794372294372295,462
0.825,20,30,0.03,30,3.0,48.669094,36.794372294372295,462
0.825,20,30,0.035,1,1.0,48.669094,36.794372294372295,462
0.825,20,30,0.035,1,1.5,48.669094,36.794372294372295,462
0.825,20,30,0.035,1,2.0,48.669094,36.794372294372295,462
0.825,20,30,0.035,1,3.0,48.669094,36.794372294372295,462
0.825,20,30,0.035,1,2.5,48.669094,36.794372294372295,462
0.825,20,30,0.035,5,1.0,48.669094,36.794372294372295,462
0.825,20,30,0.035,5,2.0,48.669094,36.794372294372295,462
0.825,20,30,0.035,5,1.5,48.669094,36.794372294372295,462
0.825,20,30,0.035,5,2.5,48.669094,36.794372294372295,462
0.825,20,30,0.035,5,3.0,48.669094,36.794372294372295,462
0.825,20,30,0.035,10,1.0,48.669094,36.794372294372295,462
0.825,20,30,0.035,10,1.5,48.669094,36.794372294372295,462
0.825,20,30,0.035,10,2.0,54.993572,36.61123110151188,463
0.825,20,30,0.035,10,2.5,54.993572,36.61123110151188,463
0.825,20,30,0.035,10,3.0,54.993572,36.61123110151188,463
0.825,20,30,0.035,20,1.0,54.993572,36.61123110151188,463
0.825,20,30,0.035,20,1.5,54.993572,36.61123110151188,463
0.825,20,30,0.035,20,2.0,54.993572,36.61123110151188,463
0.825,20,30,0.035,20,2.5,54.993572,36.61123110151188,463
0.825,20,30,0.035,20,3.0,54.993572,36.61123110151188,463
0.825,20,30,0.035,30,2.0,54.993572,36.61123110151188,463
0.825,20,30,0.035,30,1.0,54.993572,36.61123110151188,463
0.825,20,30,0.035,30,1.5,54.993572,36.61123110151188,463
0.825,20,30,0.035,30,2.5,54.993572,36.61123110151188,463
0.825,20,30,0.035,30,3.0,54.993572,36.61123110151188,463
0.825,20,30,0.04,1,1.0,54.993572,36.61123110151188,463
0.825,20,30,0.04,1,1.5,54.993572,36.61123110151188,463
0.825,20,30,0.04,1,2.0,54.993572,36.61123110151188,463
0.825,20,30,0.04,1,2.5,61.088417,36.25267665952891,467
0.825,20,30,0.04,1,3.0,61.088417,36.25267665952891,467
0.825,20,30,0.04,5,1.0,61.088417,36.25267665952891,467
0.825,20,30,0.04,5,1.5,61.088417,36.25267665952891,467
0.825,20,30,0.04,5,2.0,61.088417,36.25267665952891,467
0.825,20,30,0.04,5,2.5,61.088417,36.25267665952891,467
0.825,20,30,0.04,5,3.0,61.088417,36.25267665952891,467
0.825,20,30,0.04,10,1.0,61.088417,36.25267665952891,467
0.825,20,30,0.04,10,1.5,61.088417,36.25267665952891,467
0.825,20,30,0.04,10,2.5,61.088417,36.25267665952891,467
0.825,20,30,0.04,10,2.0,61.088417,36.25267665952891,467
0.825,20,30,0.04,10,3.0,61.088417,36.25267665952891,467
0.825,20,30,0.04,20,1.0,61.088417,36.25267665952891,467
0.825,20,30,0.04,20,1.5,61.088417,36.25267665952891,467
0.825,20,30,0.04,20,2.0,61.088417,36.25267665952891,467
0.825,20,30,0.04,20,2.5,61.088417,36.25267665952891,467
0.825,20,30,0.04,20,3.0,65.26666,36.54859611231102,463
0.825,20,30,0.04,30,1.0,65.26666,36.54859611231102,463
0.825,20,30,0.04,30,1.5,65.26666,36.54859611231102,463
0.825,20,30,0.04,30,2.0,65.26666,36.54859611231102,463
0.825,20,30,0.04,30,2.5,65.26666,36.54859611231102,463
0.825,20,30,0.04,30,3.0,65.26666,36.54859611231102,463
0.825,20,40,0.02,1,1.0,63.26528,36.39655172413793,464
0.825,20,40,0.02,1,2.0,63.26528,36.39655172413793,464
0.825,20,40,0.02,1,1.5,63.26528,36.39655172413793,464
0.825,20,40,0.02,1,2.5,63.26528,36.39655172413793,464
0.825,20,40,0.02,1,3.0,63.26528,36.39655172413793,464
0.825,20,40,0.02,5,1.0,63.26528,36.39655172413793,464
0.825,20,40,0.02,5,1.5,63.26528,36.39655172413793,464
0.825,20,40,0.02,5,2.0,63.26528,36.39655172413793,464
0.825,20,40,0.02,5,2.5,54.983753,36.47413793103448,464
0.825,20,40,0.02,10,1.0,54.983753,36.47413793103448,464
0.825,20,40,0.02,5,3.0,54.983753,36.47413793103448,464
0.825,20,40,0.02,10,1.5,54.983753,36.47413793103448,464
0.825,20,40,0.02,10,2.0,54.983753,36.47413793103448,464
0.825,20,40,0.02,10,2.5,54.983753,36.47413793103448,464
0.825,20,40,0.02,10,3.0,54.983753,36.47413793103448,464
0.825,20,40,0.02,20,1.0,54.983753,36.47413793103448,464
0.825,20,40,0.02,20,1.5,54.983753,36.47413793103448,464
0.825,20,40,0.02,20,2.0,54.983753,36.47413793103448,464
0.825,20,40,0.02,20,3.0,54.983753,36.47413793103448,464
0.825,20,40,0.02,20,2.5,54.983753,36.47413793103448,464
0.825,20,40,0.02,30,1.0,54.983753,36.47413793103448,464
0.825,20,40,0.02,30,1.5,54.983753,36.47413793103448,464
0.825,20,40,0.02,30,2.0,54.983753,36.47413793103448,464
0.825,20,40,0.02,30,2.5,54.983753,36.47413793103448,464
0.825,20,40,0.025,1,1.5,42.984573,36.73593073593074,462
0.825,20,40,0.025,1,2.0,42.984573,36.73593073593074,462
0.825,20,40,0.02,30,3.0,42.984573,36.73593073593074,462
0.825,20,40,0.025,1,1.0,42.984573,36.73593073593074,462
0.825,20,40,0.025,1,3.0,42.984573,36.73593073593074,462
0.825,20,40,0.025,1,2.5,42.984573,36.73593073593074,462
0.825,20,40,0.025,5,1.0,42.984573,36.73593073593074,462
0.825,20,40,0.025,5,2.0,42.984573,36.73593073593074,462
0.825,20,40,0.025,5,2.5,42.984573,36.73593073593074,462
0.825,20,40,0.025,5,1.5,42.984573,36.73593073593074,462
0.825,20,40,0.025,5,3.0,42.984573,36.73593073593074,462
0.825,20,40,0.025,10,1.0,42.984573,36.73593073593074,462
0.825,20,40,0.025,10,2.0,42.984573,36.73593073593074,462
0.825,20,40,0.025,10,1.5,42.984573,36.73593073593074,462
0.825,20,40,0.025,10,2.5,42.984573,36.73593073593074,462
0.825,20,40,0.025,10,3.0,42.984573,36.73593073593074,462
0.825,20,40,0.025,20,1.5,58.119953,36.23326133909287,463
0.825,20,40,0.025,20,1.0,58.119953,36.23326133909287,463
0.825,20,40,0.025,20,2.5,58.119953,36.23326133909287,463
0.825,20,40,0.025,20,2.0,58.119953,36.23326133909287,463
0.825,20,40,0.025,20,3.0,58.119953,36.23326133909287,463
0.825,20,40,0.025,30,1.0,58.119953,36.23326133909287,463
0.825,20,40,0.025,30,1.5,58.119953,36.23326133909287,463
